date,id,hotness,num_of_viewers
202302,55081,71.76913425,1.602381173
202302,51087,71.73776663,1.378169367
202302,21117,71.73776663,1.247317776
202302,42075,71.706399,1.336523125
202302,17113,71.706399,1.477736398
202302,6061,71.64366374,1.474345262
202302,13047,71.58092848,1.483687017
202302,51790,71.58092848,1.616437004
202302,42027,71.54956085,1.887513937
202302,29225,71.39272271,1.309680544
202302,39097,71.36135508,2.5785918
202302,51775,71.29861982,1.655924657
202302,19149,71.2672522,1.978385039
202302,39055,71.20451694,3.032426023
202302,18105,71.17314931,1.126925292
202302,21047,71.14178168,1.068319771
202302,42087,71.11041405,1.604513876
202302,47187,71.07904642,1.099640221
202302,39147,70.85947302,1.786059343
202302,42001,70.79673777,1.455283416
202302,47089,70.63989962,1.996330119
202302,51191,70.608532,2.351741522
202302,18017,70.57716437,2.199984905
202302,6021,70.54579674,1.209233034
202302,8041,70.54579674,1.143951245
202302,27053,70.48306148,1.13914217
202302,26031,70.48306148,1.831773119
202302,51023,70.48306148,2.401153158
202302,51031,70.3889586,1.184379541
202302,36015,70.32622334,1.69501427
202302,21163,70.26348808,1.140817202
202302,21021,70.23212045,1.357387392
202302,45019,70.13801757,1.532800687
202302,31025,70.10664994,1.018706791
202302,51199,69.98117942,1.132246498
202302,40147,69.98117942,1.322573128
202302,24021,69.91844417,1.043557969
202302,13113,69.91844417,1.119358522
202302,18163,69.88707654,1.43014145
202302,36051,69.88707654,2.387893697
202302,6029,69.88707654,1.174825573
202302,26075,69.79297365,1.466718618
202302,18089,69.73023839,1.276442935
202302,18167,69.66750314,1.516559661
202302,56025,69.66750314,1.329206003
202302,13051,69.54203262,1.583793235
202302,20209,69.47929737,1.175293017
202302,39021,69.47929737,2.340223318
202302,24013,69.47929737,1.237261308
202302,48085,69.41656211,1.299436505
202302,2090,69.38519448,1.476440604
202302,18141,69.25972397,1.363764576
202302,17037,69.19698871,1.241680243
202302,47145,69.19698871,1.798728768
202302,29097,69.19698871,1.465244754
202302,37001,69.13425345,1.273624197
202302,39119,69.07151819,1.385070129
202302,51041,69.04015057,1.115270545
202302,50023,69.04015057,1.973055972
202302,17093,68.97741531,1.050373022
202302,22103,68.91468005,1.408786539
202302,18079,68.82057716,1.309585249
202302,12085,68.66373902,1.354782648
202302,34029,68.63237139,1.139806401
202302,51053,68.63237139,1.129458203
202302,18129,68.60100376,1.110804323
202302,17027,68.56963614,1.347228427
202302,34041,68.44416562,1.607214402
202302,37145,68.44416562,1.558684237
202302,26145,68.41279799,1.493657635
202302,18151,68.41279799,1.435968847
202302,12081,68.38143036,1.134576471
202302,6019,68.35006274,1.104837523
202302,4027,68.31869511,1.08082011
202302,51107,68.31869511,1.009589819
202302,47183,68.28732748,1.434138378
202302,17195,68.13048934,1.326757456
202302,21141,68.09912171,1.051366706
202302,39035,67.97365119,1.329546047
202302,39129,67.91091594,1.546355129
202302,21029,67.87954831,1.743958184
202302,6001,67.84818068,0.971738032
202302,28095,67.84818068,1.078830988
202302,6069,67.78544542,1.026599978
202302,55135,67.65997491,1.790451224
202302,33005,67.56587202,3.111484047
202302,26077,67.53450439,1.038337148
202302,20173,67.47176913,1.431461512
202302,17007,67.34629862,2.044273567
202302,26117,67.34629862,1.200894282
202302,6107,67.31493099,1.428091346
202302,18053,67.12672522,1.280415505
202302,23031,67.09535759,2.678679267
202302,51059,67.09535759,0.972264347
202302,36093,67.06398996,1.347395833
202302,18005,67.06398996,1.301721535
202302,18011,67.00125471,1.450039677
202302,26005,66.87578419,1.494943957
202302,40037,66.87578419,1.223103037
202302,37119,66.84441656,1.112591647
202302,24003,66.81304893,1.025984748
202302,6077,66.71894605,1.160105693
202302,48375,66.65621079,1.011177388
202302,29159,66.65621079,1.252217685
202302,21101,66.62484316,1.495049569
202302,39077,66.62484316,1.73890071
202302,37181,66.62484316,1.027595756
202302,6087,66.62484316,1.421307729
202302,6059,66.53074028,1.103240351
202302,27041,66.49937265,1.872487702
202302,37179,66.49937265,1.18093051
202302,30049,66.3425345,1.885805943
202302,27003,66.31116688,1.012725315
202302,48439,66.21706399,1.155005745
202302,48329,66.18569636,1.0326434
202302,20111,66.06022585,0.978411003
202302,18179,66.02885822,1.1158196
202302,47013,66.02885822,1.217377428
202302,5033,65.9033877,1.498406824
202302,42013,65.71518193,1.61339926
202302,39171,65.6838143,1.208642293
202302,42025,65.6838143,1.422828499
202302,37171,65.62107905,2.137436185
202302,18033,65.62107905,1.487729308
202302,17143,65.43287328,1.386104471
202302,35001,65.40150565,1.412243855
202302,51683,65.40150565,0.914499038
202302,13215,65.40150565,0.946781112
202302,27015,65.33877039,1.649835537
202302,12061,65.27603513,1.316755846
202302,42123,65.27603513,1.756610871
202302,55127,65.18193225,1.988827907
202302,51149,65.18193225,1.136623005
202302,47157,65.11919699,1.220356966
202302,27085,65.0250941,1.518794844
202302,36067,65.0250941,2.010658219
202302,27141,64.93099122,0.944873283
202302,18145,64.89962359,1.538120645
202302,18061,64.89962359,1.074590724
202302,18077,64.8055207,1.172050285
202302,55131,64.74278545,1.55762351
202302,28089,64.74278545,1.665317286
202302,39149,64.71141782,1.162330978
202302,51510,64.71141782,0.915726489
202302,26017,64.64868256,1.936507045
202302,45013,64.61731493,1.641177529
202302,42029,64.52321205,1.578826589
202302,36121,64.42910916,1.691029731
202302,12119,64.39774153,1.330190164
202302,48479,64.3663739,1.010750625
202302,29107,64.30363865,1.267313824
202302,26091,64.27227102,1.53209136
202302,17203,64.24090339,1.606007779
202302,51153,64.1468005,0.937456371
202302,18103,64.05269762,1.45968974
202302,13067,63.98996236,0.98650945
202302,9007,63.9272271,3.101545938
202302,42019,63.9272271,1.783974535
202302,6017,63.83312422,1.812832277
202302,44005,63.73902133,1.763876212
202302,6079,63.7076537,1.604665816
202302,5145,63.67628607,1.274014207
202302,55021,63.61355082,2.370297343
202302,37025,63.58218319,1.086702245
202302,12009,63.55081556,1.141414764
202302,20059,63.55081556,1.285275868
202302,19139,63.51944793,1.612997343
202302,24005,63.45671267,0.959113398
202302,55093,63.45671267,1.179073243
202302,1097,63.36260979,1.18695807
202302,27115,63.29987453,1.347584844
202302,42107,63.20577164,1.39178697
202302,27103,63.20577164,1.980409762
202302,13145,63.17440402,1.024662995
202302,29145,63.17440402,1.670724372
202302,48423,63.08030113,1.367469371
202302,45057,63.08030113,0.994182252
202302,42133,63.0489335,1.275385914
202302,24031,63.0489335,0.932336156
202302,37191,63.01756587,1.258630045
202302,51197,63.01756587,1.657956679
202302,37153,62.98619824,1.337717337
202302,47105,62.98619824,1.359247889
202302,5085,62.98619824,1.309686111
202302,34037,62.89209536,1.651787968
202302,17091,62.89209536,1.239474992
202302,45043,62.89209536,1.567023217
202302,39073,62.8293601,2.020372742
202302,37139,62.79799247,1.01474341
202302,36001,62.73525722,1.503608286
202302,55045,62.70388959,2.005842964
202302,22089,62.70388959,1.020720351
202302,36007,62.67252196,2.141443981
202302,51061,62.64115433,1.289041395
202302,55083,62.64115433,1.885257302
202302,27163,62.48431619,1.073994904
202302,56021,62.42158093,1.343117107
202302,8013,62.3902133,0.98530256
202302,37035,62.35884567,1.66549716
202302,13127,62.29611041,1.302268439
202302,26143,62.29611041,1.79755522
202302,39069,62.1706399,1.148716319
202302,19179,62.13927227,1.466388409
202302,8119,62.13927227,1.487884654
202302,33019,62.04516939,2.966773606
202302,13313,62.01380176,1.382935003
202302,17103,61.98243413,1.382567184
202302,37193,61.91969887,1.741851525
202302,23011,61.82559599,2.654698113
202302,21067,61.63739021,1.174618377
202302,6085,61.54328733,0.827098209
202302,55033,61.44918444,1.901629478
202302,1113,61.44918444,0.838482674
202302,19061,61.41781681,2.022905529
202302,26029,61.32371393,1.728930138
202302,40119,61.2923463,0.982179748
202302,28067,61.2923463,4.795964467
202302,47165,61.22961104,0.841887329
202302,54107,61.04140527,1.49386983
202302,26147,61.01003764,1.436251019
202302,55017,61.01003764,1.782947258
202302,6081,60.97867001,0.817473799
202302,48121,60.97867001,1.155347338
202302,51179,60.94730238,0.884366801
202302,12101,60.94730238,1.068122684
202302,8005,60.8531995,0.923862819
202302,37071,60.79046424,1.0396162
202302,18095,60.75909661,1.118882463
202302,17001,60.69636136,1.641273017
202302,18175,60.6336261,1.222434351
202302,17107,60.6336261,1.666412786
202302,55097,60.60225847,2.259011292
202302,17073,60.47678796,1.495468727
202302,13071,60.47678796,0.988065521
202302,48485,60.47678796,1.002536833
202302,1117,60.4140527,1.247073237
202302,17105,60.31994981,1.221459038
202302,17133,60.22584693,1.445813591
202302,19015,60.22584693,0.953560705
202302,17121,60.1944793,1.015098573
202302,12027,60.1944793,1.065589852
202302,8031,60.13174404,0.846926817
202302,28045,60.10037641,1.189304041
202302,29183,60.00627353,1.36676715
202302,17019,59.9749059,1.130276247
202302,45033,59.9749059,1.203325967
202302,12057,59.9749059,1.177640089
202302,37165,59.9749059,1.759904153
202302,48189,59.91217064,1.053392333
202302,26007,59.88080301,1.723885241
202302,48309,59.88080301,1.174348084
202302,54049,59.88080301,1.754276075
202302,37109,59.84943538,1.332557298
202302,31157,59.84943538,1.421893407
202302,13257,59.84943538,0.937707045
202302,46013,59.7553325,1.195949413
202302,12069,59.66122961,1.194668068
202302,17115,59.66122961,1.08960155
202302,37013,59.66122961,1.635241632
202302,17141,59.62986198,1.817489372
202302,23017,59.62986198,1.830557382
202302,54033,59.59849435,1.504676283
202302,48303,59.59849435,0.853010404
202302,26051,59.44165621,1.541323501
202302,42035,59.44165621,1.687502858
202302,26015,59.3161857,1.157222903
202302,26027,59.3161857,1.348584
202302,47077,59.28481807,1.672344518
202302,12001,59.25345044,1.133829607
202302,12071,59.15934755,0.963333957
202302,6097,59.06524467,1.393763232
202302,47113,58.93977415,1.450775151
202302,31055,58.93977415,0.850094804
202302,45023,58.90840652,1.035418921
202302,37161,58.90840652,1.747082074
202302,39029,58.8770389,1.676660485
202302,13031,58.84567127,0.937175833
202302,42081,58.78293601,1.844910084
202302,45029,58.6574655,1.904573034
202302,42089,58.6574655,1.348975519
202302,13015,58.59473024,0.961503846
202302,51165,58.37515684,0.952746623
202302,21089,58.37515684,1.915580066
202302,17119,58.37515684,1.433736048
202302,16055,58.31242158,1.029178745
202302,13059,58.24968632,1.061903422
202302,25025,58.18695107,0.802067117
202302,37087,58.18695107,1.796250595
202302,26139,58.18695107,1.132549113
202302,39135,58.12421581,1.392343892
202302,55015,57.9987453,2.178627632
202302,1069,57.96737767,1.200524942
202302,21083,57.90464241,1.404315408
202302,13185,57.90464241,1.086329568
202302,18169,57.90464241,1.555361756
202302,19013,57.87327478,1.181203517
202302,1061,57.87327478,1.040560508
202302,37133,57.74780427,0.946532776
202302,47063,57.71643664,1.75258517
202302,19127,57.62233375,1.368343771
202302,27037,57.59096612,0.933275437
202302,56001,57.55959849,1.978184234
202302,20035,57.52823087,1.127677683
202302,48221,57.49686324,1.139360052
202302,51015,57.46549561,1.687782629
202302,18183,57.43412798,1.449482438
202302,31001,57.40276035,2.110057777
202302,39071,57.37139272,1.691528866
202302,20015,57.34002509,1.176020721
202302,45035,57.24592221,0.96884388
202302,25011,57.21455458,2.565836378
202302,13225,57.15181932,1.015537027
202302,51185,57.15181932,1.47240997
202302,26037,57.15181932,1.324627364
202302,12015,57.12045169,0.929662889
202302,18071,57.12045169,1.233972839
202302,13311,57.08908407,1.388779703
202302,36063,57.08908407,1.254879625
202302,47037,56.93224592,0.746842069
202302,37089,56.86951067,1.760332352
202302,37167,56.86951067,0.899602524
202302,26059,56.83814304,1.339366699
202302,13057,56.83814304,0.980053958
202302,1045,56.80677541,1.063250067
202302,37147,56.80677541,1.127049832
202302,37021,56.71267252,1.71145413
202302,47011,56.68130489,1.27368784
202302,37105,56.61856964,0.993854376
202302,42049,56.58720201,1.83351697
202302,51013,56.58720201,0.741094548
202302,27035,56.58720201,1.440025678
202302,47189,56.58720201,0.716203092
202302,6075,56.49309912,0.716008275
202302,38101,56.46173149,0.935617934
202302,13177,56.39899624,0.932766773
202302,21059,56.30489335,0.970883297
202302,42129,56.30489335,1.699540281
202302,53077,56.27352572,1.087532604
202302,54061,56.24215809,1.679107891
202302,37183,56.24215809,0.959200588
202302,21121,56.14805521,1.067277234
202302,18107,56.08531995,1.274551707
202302,17081,56.05395232,1.174719172
202302,36023,56.02258469,1.399509613
202302,55111,55.99121706,1.648696416
202302,42069,55.99121706,1.814459676
202302,45077,55.95984944,1.164154879
202302,39065,55.92848181,1.460016674
202302,23007,55.77164366,1.842445691
202302,34001,55.74027604,1.246147623
202302,42021,55.74027604,1.485569069
202302,12099,55.67754078,1.023898589
202302,36013,55.64617315,1.195465823
202302,51630,55.61480552,0.88749031
202302,12021,55.61480552,1.042572122
202302,13115,55.58343789,0.947009175
202302,24037,55.55207026,0.866620856
202302,26165,55.52070264,1.360747785
202302,51089,55.48933501,1.729326328
202302,26025,55.48933501,1.006167775
202302,47117,55.45796738,1.016525842
202302,37113,55.36386449,1.711766637
202302,45087,55.30112924,0.977788486
202302,42041,55.30112924,1.493627572
202302,28073,55.26976161,1.153532767
202302,33003,55.26976161,2.498286047
202302,47043,55.23839398,0.823269266
202302,12055,55.20702635,0.959773054
202302,36071,55.17565872,1.199857175
202302,25015,55.17565872,1.848374086
202302,22015,55.11292346,0.771788661
202302,21173,55.08155583,1.166770174
202302,41003,55.08155583,0.993845954
202302,29219,55.05018821,1.221113801
202302,36107,55.01882058,1.645505324
202302,13021,54.98745295,0.781508122
202302,37051,54.98745295,0.928253922
202302,5131,54.98745295,1.207113873
202302,47119,54.95608532,0.701475085
202302,27169,54.92471769,1.633590647
202302,17029,54.92471769,1.319973078
202302,29113,54.86198243,1.010116627
202302,39167,54.79924718,1.400048436
202302,36119,54.79924718,1.080404857
202302,20055,54.76787955,0.66632647
202302,6115,54.73651192,0.916443211
202302,37159,54.73651192,1.073043569
202302,37031,54.73651192,1.483342637
202302,26127,54.70514429,1.682495781
202302,16011,54.70514429,0.85029545
202302,37135,54.67377666,1.433504499
202302,45055,54.54830615,0.812091338
202302,40027,54.48557089,0.866998176
202302,37189,54.45420326,1.995372451
202302,13135,54.39146801,0.874645762
202302,25001,54.36010038,1.686046014
202302,27009,54.32873275,1.178887393
202302,55137,54.17189461,2.27373897
202302,51700,54.14052698,0.643107946
202302,27059,54.07779172,0.893179381
202302,47031,54.07779172,0.866153344
202302,50011,54.07779172,1.774538835
202302,13123,54.04642409,1.416181243
202302,8001,54.04642409,0.651713354
202302,29071,54.01505646,1.150042669
202302,4019,53.95232121,0.874210923
202302,42007,53.92095358,1.259911804
202302,18029,53.92095358,2.347109489
202302,42037,53.92095358,2.163390138
202302,36011,53.79548306,1.63912881
202302,24033,53.79548306,0.699040783
202302,6095,53.60727729,0.954423437
202302,18133,53.60727729,1.384054277
202302,47149,53.54454203,0.661212169
202302,17199,53.5131744,1.35146717
202302,37083,53.45043915,1.320153128
202302,47147,53.41907152,0.756813986
202302,55109,53.41907152,1.109723443
202302,6037,53.26223338,0.867664688
202302,34011,53.23086575,1.223129479
202302,47141,53.16813049,1.023647069
202302,21013,53.16813049,0.82754411
202302,35049,53.16813049,1.561482596
202302,13039,53.16813049,0.896412539
202302,55075,53.10539523,1.708331256
202302,47059,53.10539523,1.825363944
202302,51550,53.10539523,0.703218624
202302,51003,53.0740276,1.088111143
202302,22051,53.01129235,0.997721957
202302,12039,52.94855709,1.093862711
202302,12127,52.94855709,0.952868983
202302,13299,52.88582183,1.003247198
202302,54039,52.8544542,1.348459874
202302,29510,52.79171895,0.869886318
202302,29105,52.72898369,1.202401971
202302,12017,52.72898369,1.150938352
202302,13103,52.69761606,0.920230736
202302,47185,52.6348808,1.10240098
202302,40071,52.50941029,1.017182105
202302,24043,52.47804266,0.882505391
202302,26159,52.47804266,1.319890434
202302,5143,52.47804266,1.196983358
202302,8077,52.44667503,1.075187872
202302,51650,52.38393977,0.568299
202302,18019,52.32120452,0.968933375
202302,12111,52.28983689,0.911366691
202302,26069,52.28983689,1.868031871
202302,13179,52.25846926,0.575606275
202302,18173,52.25846926,1.233468199
202302,39009,52.25846926,1.278901619
202302,13275,52.195734,0.825184268
202302,39007,52.195734,1.398455259
202302,40109,52.10163112,0.716504345
202302,50025,52.10163112,2.169167705
202302,35009,52.07026349,0.881832374
202302,37039,52.00752823,1.706369234
202302,40113,51.9761606,1.05836727
202302,31119,51.9761606,0.867776532
202302,31019,51.94479297,2.273824673
202302,51710,51.88205772,0.566043426
202302,37077,51.88205772,1.185752434
202302,40143,51.85069009,0.870740763
202302,13121,51.85069009,0.786163656
202302,12089,51.81932246,1.07612894
202302,40145,51.81932246,0.859529142
202302,42055,51.78795483,1.207382311
202302,50027,51.69385195,1.946095292
202302,37063,51.66248432,0.78231532
202302,29029,51.63111669,1.198768077
202302,13097,51.63111669,0.719159633
202302,26137,51.5370138,2.761944955
202302,13233,51.47427855,0.844512606
202302,17031,51.47427855,0.709958246
202302,26105,51.44291092,1.711340198
202302,19103,51.44291092,0.614242627
202302,26149,51.44291092,0.996099275
202302,1073,51.44291092,0.932796086
202302,35045,51.3174404,1.079798225
202302,34017,51.3174404,0.578344134
202302,55125,51.3174404,2.561219822
202302,50001,51.3174404,2.543672582
202302,36087,51.28607277,0.887181975
202302,37009,51.28607277,1.609291458
202302,19017,51.25470514,1.417439274
202302,13153,51.25470514,0.784225277
202302,29021,51.16060226,1.014032573
202302,23015,51.097867,3.192024357
202302,42119,51.00376412,1.949468596
202302,8069,50.94102886,0.970130378
202302,8043,50.90966123,1.22077285
202302,12053,50.8782936,1.075543631
202302,28123,50.8782936,1.385822163
202302,12109,50.8782936,1.04154358
202302,27067,50.84692597,1.309257822
202302,51730,50.81555834,0.73483893
202302,37003,50.78419072,1.515309843
